timestamp,symbol,decision,quality,score,confidence,passed,failed,reasons,summary
2026-07-02T11:04:21.202672+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T11:09:23.484208+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:09:24.561571+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:09:25.983691+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T11:14:28.178991+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:14:29.005607+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:14:29.731396+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:19:32.008689+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:19:32.875091+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:19:33.585537+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:24:35.716806+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:24:36.529148+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:24:37.447266+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:29:40.019029+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:29:41.178349+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:29:42.110357+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:34:44.583790+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:34:45.304433+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:34:46.027865+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:39:49.410602+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:39:50.242452+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:39:51.130445+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:43:45.403569+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:43:46.163679+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:43:47.448588+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:45:36.315299+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:45:37.079290+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:45:38.027983+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:50:40.244521+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:50:41.103011+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:50:42.074606+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T11:55:44.455669+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:55:45.238344+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T11:55:46.006407+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:00:49.744050+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:00:50.574491+00:00,ETH/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:00:51.352557+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:05:53.911436+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:05:54.797309+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:05:55.560400+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:10:58.003037+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:10:58.955935+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:11:00.136118+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:16:02.615562+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:16:03.715789+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:16:04.916448+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:21:07.320278+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:21:08.965090+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:21:09.749825+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:24:28.845915+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:24:29.595985+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:24:30.361502+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:29:32.561778+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:29:33.452449+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:29:34.235580+00:00,SOL/USDT,NO TRADE,E,0,53,Trend,Structure | Momentum | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Momentum filter for LONG: selected side scored 12, opposite side scored 13. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.","Trade rejected because Structure, Momentum and Risk filters failed."
2026-07-02T12:34:36.990438+00:00,BTC/USDT,NO TRADE,E,0,68,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 0, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:34:38.508079+00:00,ETH/USDT,NO TRADE,E,0,65,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:34:39.677030+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:39:42.066752+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:39:42.932350+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:39:43.692365+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:44:46.553405+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:44:47.829681+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:44:49.160290+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:47:29.694260+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:47:31.700311+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:47:32.627735+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:52:35.451239+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:52:36.282038+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:52:37.730104+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T12:57:40.874372+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:57:42.613319+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T12:57:43.870082+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:02:46.547883+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:02:47.798983+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:02:48.846836+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:05:43.270259+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:05:44.355080+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:05:45.117861+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:06:23.625735+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:06:24.506977+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:06:25.551958+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:11:27.853485+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:11:28.752757+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:11:29.516320+00:00,SOL/USDT,NO TRADE,E,0,56,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 27. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:16:32.045665+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:16:33.292785+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:16:34.985390+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:21:37.299074+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:21:38.098943+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:21:38.867883+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:23:46.652816+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:23:47.410684+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 8, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:23:48.287540+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:28:50.938247+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:28:51.916226+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 8, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:28:52.712503+00:00,SOL/USDT,NO TRADE,E,0,59,Trend | Momentum,Structure | Risk,"Weak Structure filter for LONG: selected side scored 10, opposite side scored 20. | Weak Risk filter for LONG: selected side scored 0, opposite side scored 20.",Trade rejected because Structure and Risk filters failed.
2026-07-02T13:33:55.101869+00:00,BTC/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 4, opposite side scored 12.",Trade rejected because Momentum filters failed.
2026-07-02T13:33:56.003432+00:00,ETH/USDT,NO TRADE,E,0,71,Trend | Structure | Risk,Momentum,"Weak Momentum filter for SHORT: selected side scored 8, opposite side scored 12.",Trade rejected because Momentum filters failed.
